,Year,Location,Production (mt),Area (ha),Yield (mt/ha)
1011,2018,LANAO DEL SUR,324.6,2650.0,0.12249056603773585
1012,2018,MAGUINDANAO,2798.57,3429.0,0.8161475648877224
1013,2018,SULU,2517.2,1029.0,2.4462585034013604
1014,2018,TAWI-TAWI,0.0,0.0,
1016,2019,ZAMBOANGA DEL NORTE,230.62,496.0,0.46495967741935484
1017,2019,ZAMBOANGA DEL SUR,10.16,25.0,0.4064
1018,2019,ZAMBOANGA SIBUGAY,53.22,63.0,0.8447619047619047
1019,2019,CITY OF ZAMBOANGA,20.5,34.0,0.6029411764705882
1021,2019,BUKIDNON,4674.4,9000.0,0.5193777777777777
1022,2019,CAMIGUIN,4.0,18.0,0.2222222222222222
1023,2019,LANAO DEL NORTE,258.12,885.0,0.29166101694915253
1024,2019,MISAMIS OCCIDENTAL,14.7,77.0,0.1909090909090909
1025,2019,MISAMIS ORIENTAL,411.85,630.0,0.6537301587301587
1027,2019,DAVAO DE ORO,1166.99,4271.0,0.2732357761648326
1028,2019,DAVAO DEL NORTE,691.7,693.14,0.9979224976195286
1029,2019,DAVAO DEL SUR,1600.98,1669.25,0.9591013928410963
1030,2019,DAVAO OCCIDENTAL,1175.62,1225.75,0.9591025902508667
1031,2019,DAVAO ORIENTAL,1105.3,1231.0,0.8978878960194963
1032,2019,CITY OF DAVAO,1570.55,2750.0,0.5711090909090909
1034,2019,COTABATO,910.61,1450.0,0.6280068965517241
1035,2019,SARANGANI,242.0,600.0,0.4033333333333333
1036,2019,SULTAN KUDARAT,10006.93,13370.0,0.7484614809274496
1037,2019,SOUTH COTABATO,595.97,1195.0,0.49871966527196654
1039,2019,AGUSAN DEL NORTE,90.38,410.0,0.2204390243902439
1040,2019,AGUSAN DEL SUR,99.57,1520.0,0.06550657894736842
1041,2019,DINAGAT ISLANDS,0.11,188.0,0.0005851063829787234
1042,2019,SURIGAO DEL NORTE,0.83,10.0,0.08299999999999999
1043,2019,SURIGAO DEL SUR,1582.31,2450.0,0.6458408163265306
1045,2019,BASILAN,1544.0,2907.0,0.5311317509459924
1046,2019,LANAO DEL SUR,325.67,2650.0,0.12289433962264151
1047,2019,MAGUINDANAO,3072.45,3434.0,0.8947146185206756
1048,2019,SULU,2509.18,1031.0,2.4337342386032974
1049,2019,TAWI-TAWI,0.0,0.0,
1051,2020,ZAMBOANGA DEL NORTE,261.47,510.0,0.512686274509804
1052,2020,ZAMBOANGA DEL SUR,11.23,42.0,0.2673809523809524
1053,2020,ZAMBOANGA SIBUGAY,56.25,64.0,0.87890625
1054,2020,CITY OF ZAMBOANGA,20.64,34.0,0.6070588235294118
1056,2020,BUKIDNON,4425.81,9000.09,0.4917517491491752
1057,2020,CAMIGUIN,3.63,18.04,0.20121951219512196
1058,2020,LANAO DEL NORTE,270.0,890.0,0.30337078651685395
1059,2020,MISAMIS OCCIDENTAL,17.5,80.0,0.21875
1060,2020,MISAMIS ORIENTAL,414.06,630.0,0.6572380952380953
1062,2020,DAVAO DE ORO,1143.38,4271.0,0.2677077967689066
1063,2020,DAVAO DEL NORTE,675.72,690.0,0.979304347826087
1064,2020,DAVAO DEL SUR,1638.05,1518.35,1.0788355780946421
1065,2020,DAVAO OCCIDENTAL,1141.96,1114.94,1.0242344879545087
1066,2020,DAVAO ORIENTAL,1086.29,1234.0,0.8802998379254456
1067,2020,CITY OF DAVAO,1628.22,2750.0,0.59208
1069,2020,COTABATO,729.88,1200.0,0.6082333333333333
1070,2020,SARANGANI,239.75,600.0,0.39958333333333335
1071,2020,SULTAN KUDARAT,10785.45,14707.0,0.7333548650302577
1072,2020,SOUTH COTABATO,587.73,1195.0,0.49182426778242677
1074,2020,AGUSAN DEL NORTE,127.0,415.0,0.3060240963855422
1075,2020,AGUSAN DEL SUR,113.9,1670.0,0.06820359281437126
1076,2020,DINAGAT ISLANDS,0.11,188.0,0.0005851063829787234
1077,2020,SURIGAO DEL NORTE,0.9,10.0,0.09
1078,2020,SURIGAO DEL SUR,1378.9,2450.0,0.5628163265306123
1080,2020,BASILAN,1578.05,2907.0,0.5428448572411421
1081,2020,LANAO DEL SUR,325.83,2650.0,0.12295471698113207
1082,2020,MAGUINDANAO,3187.07,3434.0,0.9280926033779849
1083,2020,SULU,2486.06,1031.0,2.411309408341416
1084,2020,TAWI-TAWI,0.0,0.0,
1086,2021,ZAMBOANGA DEL NORTE,209.05,514.0,0.40671206225680934
1087,2021,ZAMBOANGA DEL SUR,15.78,42.0,0.3757142857142857
1088,2021,ZAMBOANGA SIBUGAY,51.71,64.0,0.80796875
1089,2021,CITY OF ZAMBOANGA,24.47,36.0,0.6797222222222222
1091,2021,BUKIDNON,5041.85,9008.0,0.5597080373001777
1092,2021,CAMIGUIN,3.77,18.03,0.209095951192457
1093,2021,LANAO DEL NORTE,280.05,890.0,0.31466292134831464
1094,2021,MISAMIS OCCIDENTAL,20.55,80.0,0.256875
1095,2021,MISAMIS ORIENTAL,412.37,630.0,0.6545555555555556
1097,2021,DAVAO DE ORO,1011.88,4271.0,0.2369187543900726
1098,2021,DAVAO DEL NORTE,647.38,682.0,0.9492375366568915
1099,2021,DAVAO DEL SUR,1746.69,1518.35,1.1503869331840486
1100,2021,DAVAO OCCIDENTAL,1156.82,1115.0,1.037506726457399
1101,2021,DAVAO ORIENTAL,1063.32,1234.0,0.8616855753646677
1102,2021,CITY OF DAVAO,1692.93,2750.0,0.6156109090909091
1104,2021,COTABATO,593.02,1050.0,0.5647809523809524
1105,2021,SARANGANI,244.5,610.0,0.40081967213114755
1106,2021,SULTAN KUDARAT,11512.57,14727.0,0.7817321925714673
1107,2021,SOUTH COTABATO,576.91,1201.0,0.4803580349708576
1109,2021,AGUSAN DEL NORTE,144.31,620.0,0.23275806451612904
1110,2021,AGUSAN DEL SUR,113.13,1670.0,0.06774251497005988
1111,2021,DINAGAT ISLANDS,0.12,188.0,0.0006382978723404255
1112,2021,SURIGAO DEL NORTE,0.55,10.0,0.05500000000000001
1113,2021,SURIGAO DEL SUR,1321.7,2450.0,0.5394693877551021
1115,2021,BASILAN,1429.8,2907.0,0.4918472652218782
1116,2021,LANAO DEL SUR,325.77,2651.0,0.12288570350811014
1117,2021,MAGUINDANAO,3248.7,3434.0,0.946039603960396
1118,2021,SULU,2496.25,1032.0,2.418846899224806
1119,2021,TAWI-TAWI,0.0,0.0,
1121,2022,ZAMBOANGA DEL NORTE,0.0,515.0,0.0
1122,2022,ZAMBOANGA DEL SUR,0.0,42.0,0.0
1123,2022,ZAMBOANGA SIBUGAY,0.0,64.01,0.0
1124,2022,CITY OF ZAMBOANGA,0.0,36.0,0.0
1126,2022,BUKIDNON,0.0,9008.0,0.0
1127,2022,CAMIGUIN,0.0,18.03,0.0
1128,2022,LANAO DEL NORTE,0.0,900.0,0.0
1129,2022,MISAMIS OCCIDENTAL,0.0,87.0,0.0
1130,2022,MISAMIS ORIENTAL,0.0,650.0,0.0
1132,2022,DAVAO DE ORO,0.0,4271.0,0.0
1133,2022,DAVAO DEL NORTE,0.0,680.0,0.0
1134,2022,DAVAO DEL SUR,0.0,1518.35,0.0
1135,2022,DAVAO OCCIDENTAL,0.0,1115.0,0.0
1136,2022,DAVAO ORIENTAL,0.0,1234.0,0.0
1137,2022,CITY OF DAVAO,0.0,2750.0,0.0
1139,2022,COTABATO,0.0,850.0,0.0
1140,2022,SARANGANI,0.0,615.0,0.0
1141,2022,SULTAN KUDARAT,0.0,15227.0,0.0
1142,2022,SOUTH COTABATO,0.0,1230.0,0.0
1144,2022,AGUSAN DEL NORTE,0.0,620.0,0.0
1145,2022,AGUSAN DEL SUR,0.0,1670.0,0.0
1146,2022,DINAGAT ISLANDS,0.0,186.12,0.0
1147,2022,SURIGAO DEL NORTE,0.0,10.0,0.0
1148,2022,SURIGAO DEL SUR,0.0,2450.0,0.0
1150,2022,BASILAN,0.0,2907.0,0.0
1151,2022,LANAO DEL SUR,0.0,2650.7,0.0
1152,2022,MAGUINDANAO,0.0,3434.0,0.0
1153,2022,SULU,0.0,1025.0,0.0
1154,2022,TAWI-TAWI,0.0,0.0,
