,Year,Location,Production (mt),Area (ha),Yield (mt/ha),weathercode (wmo code),temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),surface_pressure (hPa),cloudcover (%),et0_fao_evapotranspiration (mm),vapor_pressure_deficit (kPa),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),soil_temperature_28_to_100cm (°C),soil_moisture_28_to_100cm (m³/m³),direct_radiation (W/m²),diffuse_radiation (W/m²)
810,2008,BASILAN,1735.5,2907.0,0.5970072239422085,51,26.122324681238617,84.5860655737705,23.288592896174865,0.2935109289617486,999.9580714936247,57.25796903460838,0.1575648907103825,0.5325216302367942,7.47528460837887,179.90368852459017,16.831432149362477,27.29478597449909,0.1940795765027322,145.21983151183971,77.17611566484517
811,2009,BASILAN,1720.25,2907.0,0.5917612659098728,1,26.4051598173516,84.2986301369863,23.505102739726027,0.2081164383561643,1000.04198630137,51.06780821917808,0.1632785388127853,0.5513401826484018,8.165867579908676,195.75913242009133,17.934908675799086,27.33114155251141,0.1802041095890411,153.1214611872146,76.41940639269406
812,2010,BASILAN,1675.0,2907.0,0.5761953904368765,1,26.741735159817352,82.2351598173516,23.393230593607303,0.2659246575342466,1000.2939726027396,52.77739726027397,0.1673732876712328,0.6422020547945205,6.686472602739726,176.85856164383563,16.423698630136986,28.248721461187213,0.1523211187214612,158.4035388127854,72.27602739726028
813,2011,BASILAN,1644.5,2907.0,0.565703474372205,1,26.21025114155251,85.03869863013699,23.46698630136986,0.3098059360730594,999.6958675799088,58.42328767123288,0.1545422374429223,0.5183995433789955,7.918424657534246,189.8618721461187,17.850867579908677,27.29173515981736,0.1969561643835616,136.51495433789955,81.20353881278538
814,2012,BASILAN,1594.66,2907.0,0.5485586515307878,1,26.264207650273224,84.79633424408014,23.469558287795994,0.2647882513661202,1000.0649362477232,54.57149362477232,0.1590163934426229,0.5294250910746813,7.853927595628415,189.88934426229508,17.82318989071038,27.32219945355192,0.189461179417122,148.60245901639345,76.305441712204
815,2013,BASILAN,1549.28,2907.0,0.5329480564155487,1,26.35670091324201,84.64509132420092,23.52552511415525,0.287283105022831,1000.176084474886,56.47557077625571,0.1581107305936073,0.5390171232876713,8.061130136986302,190.21529680365296,17.547374429223744,27.31521689497717,0.1859445205479452,145.70228310502284,75.41598173515982
816,2014,BASILAN,1516.0,2907.0,0.521499828001376,1,26.395616438356164,83.49292237442923,23.3215296803653,0.1978424657534246,1000.5987328767123,50.27625570776256,0.1666449771689497,0.5812111872146118,8.275308219178083,204.5727168949772,17.790958904109587,27.292762557077623,0.1729139269406392,158.66278538812784,74.02511415525115
817,2015,BASILAN,1515.0,2907.0,0.5211558307533539,1,26.66117579908676,81.69748858447488,23.199520547945205,0.1549657534246575,1001.389920091324,45.76426940639269,0.174310502283105,0.6573972602739726,8.08566210045662,195.22899543378995,17.91849315068493,27.559098173515984,0.1298086757990867,172.012100456621,69.78607305936073
818,2016,BASILAN,1470.0,2907.0,0.5056759545923633,1,26.88021402550091,82.59722222222223,23.595935792349728,0.2393214936247722,1000.893590619308,49.66666666666666,0.1703187613843351,0.635103597449909,7.189321493624773,201.55623861566485,16.845275500910745,28.0923383424408,0.1572836976320582,163.97711748633878,71.73747723132969
819,2017,BASILAN,1474.1,2907.0,0.5070863433092535,1,26.45702054794521,84.70091324200914,23.6350799086758,0.2995776255707763,1000.348812785388,56.42134703196347,0.1564634703196347,0.5388287671232878,7.925947488584475,194.9675799086758,17.582842465753426,27.52625570776256,0.193671803652968,140.65844748858447,77.97922374429224
820,2018,BASILAN,1590.21,2907.0,0.5470278637770898,1,26.61480593607306,83.70593607305936,23.58582191780821,0.2003082191780822,1000.3775684931506,48.7351598173516,0.1672762557077625,0.5807762557077626,8.094349315068493,205.18116438356165,17.7573401826484,27.58360730593608,0.1645981735159817,161.2686073059361,72.79417808219178
821,2019,BASILAN,1544.0,2907.0,0.5311317509459924,1,26.93744292237443,80.09543378995434,23.123242009132422,0.1432876712328767,1001.200810502283,43.869977168949774,0.1787865296803653,0.7283607305936073,8.006997716894977,192.07796803652968,17.75357305936073,27.95738584474886,0.1277474885844748,175.20890410958904,69.07157534246575
822,2020,BASILAN,1578.05,2907.0,0.5428448572411421,1,26.923690801457195,81.22700364298726,23.345264116575592,0.2528346994535519,1000.7666438979962,50.23178506375228,0.1673520036429872,0.6881466302367942,7.296288706739526,189.6357012750456,17.002629781420765,28.20426912568306,0.1529779143897996,156.6186247723133,71.03119307832422
823,2021,BASILAN,1429.8,2907.0,0.4918472652218782,1,26.58542237442922,83.73915525114155,23.56678082191781,0.2796917808219178,1000.3408333333332,53.162100456621005,0.1603082191780822,0.5778984018264841,7.84818493150685,198.03082191780825,17.17054794520548,27.705342465753425,0.1803375570776255,145.93938356164384,76.58995433789954
824,2022,BASILAN,0.0,2907.0,0.0,51,26.50183789954338,83.89372146118721,23.516997716894977,0.3233561643835616,1000.018105022831,56.95913242009132,0.1573949771689497,0.5694566210045662,7.731050228310503,194.53276255707763,16.094246575342467,27.59478310502283,0.1871335616438356,139.6058219178082,78.78858447488585
825,1990,LANAO DEL SUR,282.04,2041.0,0.138187163155316,1,21.517888127853883,88.01541095890411,19.295296803652967,0.3315981735159817,897.3424429223744,64.56746575342466,0.1452374429223744,0.3426449771689498,5.334303652968036,153.2796803652968,20.8473401826484,23.0312899543379,0.3788494292237443,146.4775114155251,68.11415525114155
826,1991,LANAO DEL SUR,377.65,2492.0,0.1515449438202247,3,21.343801369863016,88.72842465753425,19.270091324200912,0.3256963470319635,897.4827853881279,66.32248858447488,0.1449041095890411,0.3179977168949771,5.26453196347032,141.2716894977169,20.141004566210047,22.90793378995434,0.397695205479452,143.76027397260273,71.83219178082192
827,1992,LANAO DEL SUR,352.45,2464.0,0.1430397727272727,1,21.39689207650273,87.73576958105646,19.1077868852459,0.3120560109289617,897.7465391621129,62.99157559198543,0.1471243169398907,0.3501605191256831,4.993180783242258,141.67816484517303,19.70481557377049,22.961145264116578,0.3725903916211293,145.17304189435336,72.12033242258651
828,1993,LANAO DEL SUR,351.13,2416.0,0.1453352649006622,3,21.276278538812782,89.51563926940639,19.35930365296804,0.4257534246575342,897.5847945205479,70.56826484018265,0.1415045662100456,0.294167808219178,4.479794520547945,145.95810502283106,18.054200913242006,22.786438356164386,0.4051987442922374,138.098401826484,71.32625570776256
829,1994,LANAO DEL SUR,351.85,2399.0,0.1466652771988328,3,21.23817351598173,89.39646118721461,19.29896118721461,0.3575570776255707,897.3670319634704,68.68470319634703,0.1403892694063926,0.2969006849315068,5.220730593607306,153.94737442922374,20.699509132420093,22.72093607305936,0.4014228310502283,139.364497716895,70.10479452054794
830,1995,LANAO DEL SUR,346.51,2356.0,0.1470755517826825,3,21.418904109589043,89.925,19.57775114155251,0.4690639269406392,897.2289611872146,70.58047945205479,0.1405502283105023,0.2859189497716895,4.590410958904109,138.3353881278539,18.63926940639269,22.96804794520548,0.4096420091324201,137.4593607305936,69.8783105022831
831,1996,LANAO DEL SUR,240.07,1840.0,0.1304728260869565,51,21.22755009107468,90.54496812386157,19.521174863387976,0.490790072859745,896.6226092896175,74.39594717668488,0.134801912568306,0.2633310564663023,4.863923041894353,146.17554644808743,18.548884335154828,22.69689207650273,0.4132058287795992,127.8754553734062,72.24043715846994
832,1997,LANAO DEL SUR,308.66,1954.0,0.1579631525076765,3,21.23109589041096,89.412100456621,19.30152968036529,0.3906963470319635,898.1388356164384,70.61929223744292,0.1435502283105023,0.2963561643835616,4.802785388127854,144.93299086757992,19.06263698630137,22.751792237442924,0.3995994292237443,146.21872146118722,67.13938356164384
833,1998,LANAO DEL SUR,273.35,1950.0,0.1401794871794872,1,22.15392694063927,86.30239726027398,19.503607305936075,0.3928652968036529,898.0601826484018,60.46244292237443,0.1540593607305936,0.417384703196347,4.712796803652968,120.45970319634704,19.59389269406393,23.75238584474885,0.3586013698630137,154.8503424657534,66.32191780821918
834,1999,LANAO DEL SUR,252.93,1972.0,0.1282606490872211,3,21.1511301369863,90.95981735159818,19.52505707762557,0.573527397260274,896.5085388127853,75.15787671232877,0.1316050228310502,0.2508127853881278,4.676073059360731,144.25239726027397,19.486712328767123,22.59985159817352,0.4181098173515981,121.8736301369863,72.89942922374429
835,2000,LANAO DEL SUR,209.33,1972.0,0.1061511156186612,51,21.250159380692168,90.53802367941712,19.54427367941712,0.4921220400728597,896.3940232240436,70.99692622950819,0.1336953551912568,0.2641917122040073,4.702561475409836,154.09278233151184,19.78441484517304,22.62571721311476,0.4126621129326047,124.4933970856102,73.32627504553734
836,2001,LANAO DEL SUR,185.5,1972.0,0.0940669371196754,3,21.285262557077623,90.33230593607306,19.539520547945205,0.4255251141552511,896.7001940639269,72.0466894977169,0.1347945205479452,0.2700011415525114,5.053744292237443,156.52945205479452,20.2312100456621,22.703687214611872,0.4139485159817351,127.83207762557078,72.40981735159818
837,2002,LANAO DEL SUR,216.84,1972.0,0.1099594320486815,3,21.32811643835616,89.37374429223745,19.38437214611872,0.3866095890410959,897.4334132420091,68.38767123287671,0.1415,0.2996792237442922,5.21898401826484,149.65079908675798,20.17672374429224,22.79037671232877,0.4039518264840183,143.3568493150685,67.09851598173516
838,2003,LANAO DEL SUR,248.43,1972.0,0.1259787018255578,3,21.305730593607308,90.14212328767124,19.516004566210047,0.4769292237442922,897.3272716894977,73.59349315068494,0.1339166666666666,0.2763949771689497,4.955399543378996,153.57534246575344,19.46158675799087,22.79412100456621,0.4088187214611872,126.3066210045662,71.64737442922375
839,2004,LANAO DEL SUR,280.66,2317.0,0.1211307725507121,51,21.32588797814208,90.08253642987248,19.52731102003643,0.3819102914389799,897.1740778688525,72.09938524590164,0.1390038706739526,0.2788194444444444,5.139355646630237,155.3563296903461,19.820377959927143,22.8100295992714,0.4067690118397086,137.11748633879782,70.0158242258652
840,2005,LANAO DEL SUR,290.51,2317.0,0.1253819594302977,3,21.3851598173516,89.66666666666667,19.495696347031963,0.4490867579908675,897.4108675799087,72.41278538812786,0.136931506849315,0.2915810502283105,4.54535388127854,150.09349315068494,18.50769406392694,22.893253424657534,0.4040904109589041,131.11392694063926,70.37716894977169
841,2006,LANAO DEL SUR,297.5,2317.0,0.1283987915407855,51,21.33376712328767,90.15901826484018,19.55099315068493,0.4309246575342466,897.200707762557,69.16780821917808,0.1379805936073059,0.2764954337899543,5.196563926940639,149.91244292237442,20.79891552511416,22.73382420091324,0.4115918949771689,135.4683789954338,70.15034246575343
842,2007,LANAO DEL SUR,292.9,2440.0,0.1200409836065573,3,21.40833333333333,90.04885844748858,19.599326484018267,0.4610730593607306,896.7735616438357,71.1566210045662,0.1353310502283105,0.2808436073059361,4.90197488584475,145.98470319634703,20.006495433789954,22.860228310502283,0.4116654109589041,128.36906392694064,71.20296803652968
843,2008,LANAO DEL SUR,277.65,2400.0,0.1156874999999999,51,21.24124544626594,90.52777777777776,19.52636612021858,0.5335382513661202,896.6516621129326,72.41917122040073,0.134766621129326,0.2652049180327869,4.6114867941712205,145.40926684881603,19.16967213114754,22.63941256830601,0.4158033925318761,128.03062386156648,71.3025956284153
844,2009,LANAO DEL SUR,296.2,2400.0,0.1234166666666666,51,21.38106164383562,90.11472602739724,19.598253424657536,0.4735730593607306,896.7662442922374,71.37739726027397,0.1338344748858447,0.2763162100456621,5.363995433789954,168.61552511415525,21.36817351598173,22.73872146118721,0.4084578767123287,128.1365296803653,70.64394977168949
845,2010,LANAO DEL SUR,285.45,2400.0,0.1189375,1,21.79858447488585,89.35616438356165,19.83640410958904,0.4545433789954338,897.2525799086758,68.03264840182648,0.143384703196347,0.3097979452054794,4.337591324200914,114.44212328767124,18.453904109589043,23.289417808219177,0.4081291095890411,140.9513698630137,67.98949771689497
846,2011,LANAO DEL SUR,289.92,2400.0,0.1208,3,21.261130136986303,91.3615296803653,19.71664383561644,0.5374086757990867,896.419600456621,76.79417808219178,0.1270570776255707,0.2402294520547945,4.739680365296803,159.43002283105022,19.779166666666665,22.61544520547945,0.4192146118721461,112.46655251141551,75.18710045662101
847,2012,LANAO DEL SUR,291.48,2400.0,0.12145,51,21.329895264116573,90.5332422586521,19.626161202185795,0.5049294171220401,896.7930214025502,71.80669398907104,0.1327743624772313,0.264606102003643,5.309813296903461,153.02242714025502,21.708481329690343,22.68178506375228,0.414192281420765,125.38365209471768,71.99043715846994
848,2013,LANAO DEL SUR,300.2,2400.0,0.1250833333333333,3,21.44962328767124,90.59360730593608,19.75166666666667,0.5337899543378996,896.9254223744292,74.27214611872147,0.1311164383561643,0.2651552511415525,4.830616438356164,145.91392694063927,19.93188356164384,22.80930365296804,0.4155785388127854,121.87568493150684,70.97077625570776
849,2014,LANAO DEL SUR,301.9,2400.0,0.1257916666666666,3,21.32928082191781,90.52100456621004,19.61656392694064,0.4919406392694063,897.1841095890411,74.80285388127854,0.1307168949771689,0.2644326484018264,4.989360730593607,167.80970319634704,19.807728310502284,22.71243150684932,0.411386301369863,120.9980593607306,71.94497716894978
850,2015,LANAO DEL SUR,311.03,2650.0,0.1173698113207547,3,21.51199771689497,89.31518264840183,19.556792237442924,0.4041666666666667,898.0056278538813,70.57111872146119,0.1392910958904109,0.3029794520547945,4.994280821917808,149.03915525114155,19.673538812785388,22.944349315068493,0.3982787671232877,138.77408675799086,66.962899543379
851,2016,LANAO DEL SUR,315.25,2650.0,0.1189622641509434,1,22.031238615664844,88.69148451730419,19.92882513661202,0.4499544626593807,897.8209244080145,67.5796903460838,0.1426206739526411,0.3341882969034608,4.680054644808744,146.1117941712204,19.40107012750456,23.48703324225865,0.3846363843351548,137.18602003642988,70.0523679417122
852,2017,LANAO DEL SUR,313.34,2650.0,0.1182415094339622,[ 3 51],21.58196347031964,91.26963470319636,20.01912100456621,0.5764954337899544,897.16350456621,75.89337899543379,0.1283618721461187,0.2462819634703196,4.708253424657535,154.6087899543379,19.54020547945205,22.939600456621005,0.4182980593607305,114.84189497716896,73.5689497716895
853,2018,LANAO DEL SUR,324.6,2650.0,0.1224905660377358,1,21.634851598173515,89.50239726027397,19.724840182648403,0.3963013698630137,897.1735844748858,68.2986301369863,0.1409200913242009,0.2992933789954338,5.003150684931507,161.27374429223744,19.95224885844749,23.112454337899543,0.4060022831050228,138.58778538812786,69.56769406392694
854,2019,LANAO DEL SUR,325.67,2650.0,0.1228943396226415,1,21.678173515981733,88.49429223744292,19.55426940639269,0.3643835616438356,897.9445890410958,67.19965753424657,0.1432203196347032,0.3293721461187215,4.91716894977169,154.5332191780822,19.301438356164383,23.138698630136982,0.3981188356164384,141.28002283105022,69.08721461187214
855,2020,LANAO DEL SUR,325.83,2650.0,0.122954716981132,51,21.98375455373406,89.40004553734062,20.029963570127507,0.4677709471766848,897.7064549180328,69.09130236794171,0.1387545537340619,0.3106079234972678,4.365220856102003,134.16632513661202,18.21469717668488,23.4050660291439,0.3972773224043716,132.39230418943535,69.22597905282332
856,2021,LANAO DEL SUR,325.77,2651.0,0.1228857035081101,51,21.710787671232875,90.73618721461187,20.04254566210046,0.5597945205479452,897.2134589041096,73.63961187214612,0.132445205479452,0.2637534246575342,4.576358447488585,150.62671232876713,19.1625799086758,23.04372146118721,0.4151791095890411,122.48755707762557,71.8060502283105
857,2022,LANAO DEL SUR,0.0,2650.7,0.0,51,21.585764840182648,91.05205479452054,19.977168949771688,0.5950799086757991,896.9030136986302,75.77043378995434,0.1291769406392694,0.253175799086758,4.548401826484018,151.86860730593608,18.059052511415523,22.92969178082192,0.4180947488584474,115.47842465753423,74.0431506849315
858,1990,MAGUINDANAO,1780.19,2368.0,0.7517694256756757,1,27.29461187214612,79.65730593607306,23.22,0.184783105022831,1008.2641210045662,45.89440639269407,0.1660719178082191,0.8089977168949771,3.9850799086757993,182.9317351598173,13.946712328767124,27.772899543379,0.3251100456621004,151.0697488584475,68.55707762557077
859,1991,MAGUINDANAO,2307.36,3194.0,0.72240450845335,1,27.29880136986301,78.43458904109589,22.9823401826484,0.163607305936073,1008.4995433789954,45.78926940639269,0.1651529680365296,0.8486678082191781,4.008276255707763,185.65616438356165,13.871061643835615,27.5710502283105,0.305125,145.62579908675798,72.20616438356164
860,1992,MAGUINDANAO,1964.83,3166.0,0.6206032849020846,1,27.362579690346085,77.23132969034609,22.68441484517304,0.1691826047358834,1008.7862135701274,43.56352459016394,0.1686646174863388,0.9175489526411658,3.99603825136612,183.87374772313296,13.637021857923498,28.171618852459016,0.2796384335154827,146.55418943533698,74.0061475409836
861,1993,MAGUINDANAO,2352.23,3285.0,0.7160517503805175,1,27.004817351598174,80.25936073059361,23.09583333333333,0.2000114155251141,1008.6836301369864,48.26392694063927,0.1606678082191781,0.7688047945205478,3.7069520547945207,187.3777397260274,12.961917808219177,27.366518264840185,0.3359374429223744,141.15102739726026,72.40639269406392
862,1994,MAGUINDANAO,2352.32,3277.0,0.7178272810497407,1,26.769634703196346,81.7560502283105,23.21207762557077,0.2196232876712328,1008.5120776255708,50.68835616438356,0.159033105022831,0.6981095890410959,3.745502283105023,191.84714611872147,13.601495433789957,27.180536529680364,0.3582437214611872,142.612899543379,70.55410958904109
863,1995,MAGUINDANAO,3152.55,3262.0,0.9664469650521154,1,26.98301369863014,80.88561643835617,23.191826484018264,0.2428652968036529,1008.2254223744292,51.12682648401827,0.1586404109589041,0.74787899543379,3.58486301369863,176.93390410958904,12.864486301369862,27.5728196347032,0.3216357305936073,139.69691780821918,71.50753424657535
864,1996,MAGUINDANAO,3202.16,3262.0,0.9816554261189454,1,26.54117714025501,83.25922131147541,23.314959016393445,0.3147654826958105,1007.6794285063752,55.98736338797814,0.1524032331511839,0.6325557832422586,3.6098360655737705,207.170878870674,11.570924408014571,27.08333333333333,0.3808779599271402,131.33754553734062,73.38900273224044
865,1997,MAGUINDANAO,3265.53,3262.0,1.0010821581851626,1,27.05939497716895,79.39372146118721,22.98038812785388,0.1960730593607305,1009.3199885844748,48.8425799086758,0.1624006849315068,0.8012442922374429,3.821449771689498,190.8425799086758,13.263915525114154,27.3261301369863,0.3431385844748858,145.78059360730597,69.05684931506849
866,1998,MAGUINDANAO,3321.04,3425.0,0.9696467153284672,1,28.011746575342464,76.44264591789951,22.53740867579909,0.2076712328767123,1008.7481278538812,44.888584474885846,0.1756061643835616,0.9259645824393947,3.886678082191781,164.7654109589041,13.685890410958905,28.89875570776256,0.2779590182648401,157.02522831050229,67.03047945205479
867,1999,MAGUINDANAO,3241.03,3425.0,0.9462861313868614,1,26.15560502283105,85.25901826484018,23.364109589041096,0.393013698630137,1007.6731621004568,58.54885844748858,0.1467511415525114,0.5428002283105023,3.349566210045662,181.6821917808219,11.994269406392696,26.91824200913242,0.400506506849315,123.54018264840182,75.37248858447488
868,2000,MAGUINDANAO,3352.09,3425.0,0.978712408759124,1,26.30190118397085,84.71960382513662,23.40062613843352,0.3312613843351548,1007.488239981785,56.35940346083789,0.147889344262295,0.5665482695810565,3.4363615664845173,179.93863843351548,12.1606102003643,26.912397540983605,0.3952576275045537,123.45150273224044,76.61703096539162
869,2001,MAGUINDANAO,2985.6,3416.49,0.8738793322971822,1,26.55730593607306,83.66769406392694,23.43469178082192,0.2647488584474886,1007.772579908676,53.90068493150685,0.1517568493150685,0.6124977168949771,3.522853881278539,190.79018264840184,12.701244292237442,27.077020547945207,0.3891066210045662,129.9117579908676,74.61221461187215
870,2002,MAGUINDANAO,2974.32,3408.0,0.8727464788732395,1,27.10876712328767,80.26095890410959,23.22390410958904,0.1939497716894977,1008.4757648401826,48.01164383561644,0.1617808219178082,0.7667545662100457,3.7549429223744295,188.0109589041096,13.56582191780822,27.40203196347032,0.3408462328767123,147.1200913242009,68.11061643835616
871,2003,MAGUINDANAO,2785.38,3425.0,0.8132496350364964,1,26.98283105022831,81.32397260273973,23.329714611872145,0.2582990867579908,1008.382579908676,53.42248858447488,0.1537077625570776,0.72037899543379,3.640114155251142,186.201598173516,13.19763698630137,27.44688356164384,0.347821803652968,131.29269406392694,72.83344748858447
872,2004,MAGUINDANAO,2771.78,3430.0,0.8080991253644315,1,27.15917577413479,80.25250455373406,23.26758879781421,0.1883879781420765,1008.1768442622952,50.270719489981786,0.159768897996357,0.772398679417122,3.734676684881603,197.53187613843352,13.578415300546448,27.53957194899818,0.339359631147541,141.53016848816029,70.19888433515483
873,2005,MAGUINDANAO,3150.0,3432.0,0.9178321678321678,1,27.218002283105022,79.35616438356165,23.0731392694064,0.2505365296803652,1008.4245205479452,51.71849315068493,0.1565821917808219,0.8166883561643835,3.6415981735159817,190.85650684931508,12.82681506849315,27.761917808219177,0.323849200913242,133.03858447488585,72.6417808219178
874,2006,MAGUINDANAO,3141.1,3432.0,0.9152389277389276,1,26.963938356164384,81.0142694063927,23.2599200913242,0.2321917808219178,1008.248378995434,50.9357305936073,0.1560490867579908,0.7301506849315068,3.6257077625570777,193.5574200913242,13.475901826484018,27.207614155251143,0.369614497716895,136.6406392694064,71.30502283105022
875,2007,MAGUINDANAO,2884.2,3432.0,0.8403846153846153,1,27.041757990867577,80.84303652968036,23.28001141552512,0.2659474885844748,1007.702808219178,52.69235159817352,0.1543219178082191,0.7438356164383562,3.5657876712328767,188.0825342465753,12.87953196347032,27.37961187214612,0.3645759132420091,131.76974885844749,73.02922374429224
876,2008,MAGUINDANAO,2885.5,3432.0,0.8407634032634033,1,26.59710837887068,82.85530510018215,23.297586520947178,0.3251821493624772,1007.7160860655736,54.21630236794172,0.1517474954462659,0.6453039617486339,3.4738501821493624,179.0651183970856,12.625865209471767,27.013945810564664,0.3973987932604736,130.2433970856102,73.71117941712204
877,2009,MAGUINDANAO,2888.0,3433.0,0.8412467229828139,1,27.032408675799086,81.58390410958904,23.455251141552512,0.26912100456621,1007.691506849315,52.25,0.1530011415525114,0.7090639269406392,3.743858447488584,193.21883561643835,13.279497716894976,27.26114155251141,0.3840067351598173,129.4156392694064,73.47831050228311
878,2010,MAGUINDANAO,2887.75,3433.5,0.8410514052715887,1,27.572454337899543,78.09166666666667,23.173093607305933,0.2670205479452054,1007.980296803653,49.712100456621,0.1633093607305936,0.8798550228310502,3.45824200913242,167.95068493150686,12.760993150684932,27.81445205479452,0.3261295662100457,146.02180365296803,68.55125570776255
879,2011,MAGUINDANAO,2885.0,3435.0,0.8398835516739447,1,26.58093607305936,83.84714611872145,23.504760273972604,0.3542351598173516,1007.4358675799086,57.17488584474886,0.1439954337899543,0.6033801369863013,3.441689497716895,185.9168949771689,12.24109589041096,27.015034246575343,0.4039571917808219,115.87796803652968,77.20993150684932
880,2012,MAGUINDANAO,2900.75,3435.0,0.8444687045123727,1,26.620195810564663,83.25808287795992,23.42091302367941,0.3182604735883424,1007.8194216757744,54.78642987249545,0.1491951275045537,0.626901183970856,3.645582877959927,187.4199681238616,13.192554644808745,27.02048041894353,0.3938652094717668,127.29257741347904,73.25842440801458
881,2013,MAGUINDANAO,2904.76,3435.0,0.8456360989810772,1,26.71519406392694,83.34691780821917,23.52788812785388,0.3551027397260273,1007.8954109589042,56.83584474885845,0.1465547945205479,0.6289303652968037,3.5123173515981736,186.52728310502283,12.460251141552511,27.091278538812787,0.3881594748858447,124.07374429223744,72.23025114155251
882,2014,MAGUINDANAO,2904.56,3435.0,0.8455778748180495,1,26.968070776255708,82.0033105022831,23.483835616438355,0.2569406392694064,1008.167385844749,53.84988584474886,0.1497591324200913,0.690041095890411,3.672602739726028,199.0625570776256,12.587294520547944,27.258013698630137,0.3815865296803652,126.09075342465754,72.8730593607306
883,2015,MAGUINDANAO,2988.5,3435.0,0.870014556040757,1,27.38986301369863,79.0615296803653,23.221130136986304,0.220593607305936,1008.9864383561644,48.161986301369865,0.1596015981735159,0.8256826484018265,3.759691780821918,190.58481735159816,13.246084474885844,27.63640410958904,0.3396230593607305,142.69897260273973,67.47351598173516
884,2016,MAGUINDANAO,2967.55,3430.0,0.8651749271137027,1,28.093556466302367,76.55441712204008,23.22110655737705,0.25066029143898,1008.4493055555556,49.48292349726776,0.1650170765027322,0.9259645824393947,3.819467213114754,185.4533242258652,13.128847905282331,28.65079690346084,0.3165629553734062,141.37818761384335,70.33720400728598
885,2017,MAGUINDANAO,2724.75,3429.0,0.7946194225721784,1,26.906689497716897,83.3980593607306,23.736472602739727,0.3395547945205479,1008.0247374429224,55.79805936073059,0.1443390410958904,0.6292831050228311,3.591004566210046,190.1455479452055,12.47115296803653,27.34962328767124,0.4001438356164383,116.82591324200914,75.57134703196347
886,2018,MAGUINDANAO,2798.57,3429.0,0.8161475648877224,1,27.63373287671233,78.93344748858448,23.458242009132423,0.2048858447488584,1007.9215867579908,48.375,0.1626449771689497,0.8396952054794521,3.865308219178082,198.50308219178083,13.379634703196349,27.71140410958904,0.3655736301369863,143.30399543378996,69.87043378995433
887,2019,MAGUINDANAO,3072.45,3434.0,0.8947146185206756,1,28.02374429223744,76.44264591789951,22.9700799086758,0.1460502283105023,1008.7137214611872,46.08093607305936,0.1676232876712328,0.9259645824393947,4.248972602739726,200.3816210045662,13.821038812785387,28.00196347031964,0.3094269406392694,145.4851598173516,68.58025114155251
888,2020,MAGUINDANAO,3187.07,3434.0,0.9280926033779848,1,27.904610655737702,76.44264591789951,23.019137067395263,0.2676912568306011,1008.3429530965392,49.240209471766846,0.1626810109289617,0.9259645824393947,3.833617941712204,182.8247950819672,12.755157103825136,28.42141393442623,0.3116765710382513,139.17418032786884,68.97370218579235
889,2021,MAGUINDANAO,3248.7,3434.0,0.946039603960396,1,27.1449200913242,81.15639269406392,23.473321917808217,0.3335616438356164,1007.9964497716896,53.66655251141552,0.1512031963470319,0.7297054794520548,3.6364497716894975,186.8474885844749,12.37400684931507,27.42807077625571,0.3909401826484018,126.66506849315068,73.11324200913242
890,2022,MAGUINDANAO,0.0,3434.0,0.0,1,27.145114155251143,80.54977168949772,23.335148401826483,0.3445890410958904,1007.6840182648402,55.10102739726028,0.1490627853881278,0.7531118721461187,3.623264840182648,207.1138127853881,11.438721461187214,27.334189497716896,0.3900896118721461,121.09029680365296,75.15022831050229
891,1990,SULU,2213.85,848.0,2.31127331862763,1,26.70070776255708,82.95662100456622,23.54493150684932,0.1128424657534246,999.7861529680364,39.3986301369863,0.1778276255707762,0.6020342465753424,12.588687214611872,171.8673515981735,19.51826484018265,28.314942922374428,0.3351070776255708,177.74349315068494,67.38721461187215
892,1991,SULU,2209.1,850.0,2.31127331862763,1,26.60536529680365,82.81746575342466,23.421107305936072,0.0853995433789954,999.9730251141552,37.30616438356165,0.1782488584474885,0.6039235159817351,12.00181506849315,169.71826484018266,18.45376712328768,28.53275114155251,0.3038527397260274,176.90045662100457,70.5175799086758
893,1992,SULU,2214.05,900.0,2.31127331862763,1,26.5923383424408,82.22916666666667,23.291359289617485,0.0967326958105646,1000.2867258652094,37.17566029143898,0.1778711293260473,0.6241473132969035,11.58296903460838,170.82798269581056,18.48165983606557,28.62627504553734,0.3057651411657559,172.2821038251366,73.290072859745
894,1993,SULU,2317.91,923.0,2.31127331862763,1,26.561449771689496,82.45342465753424,23.30600456621005,0.1135730593607305,1000.1616324200912,39.05011415525114,0.1762785388127854,0.6145810502283104,11.925285388127854,170.44383561643835,18.735262557077625,28.334634703196347,0.3123027397260274,172.3555936073059,70.34520547945205
895,1994,SULU,2227.29,924.0,2.31127331862763,1,26.61493150684932,82.49851598173515,23.36827625570776,0.102796803652968,999.9372716894976,41.41689497716895,0.1756449771689497,0.6153938356164383,11.949018264840182,164.3724885844749,19.066324200913243,28.17882420091324,0.3223400684931506,171.37648401826485,70.4744292237443
896,1995,SULU,2219.91,1014.0,2.1892603550295857,1,26.588196347031964,82.88162100456621,23.41898401826484,0.1434360730593607,999.6671232876712,44.792808219178085,0.1707009132420091,0.6013584474885845,11.314908675799089,167.56792237442923,18.258139269406392,28.298310502283105,0.3326335616438356,163.63025114155252,71.35513698630137
