,Wind_Direction,Wind_Speed_(km/h),temperature_2m (°C),relativehumidity_2m (%),Yield (mt/ha)
599,3,4.0,25.8,82.69,2.3420305563404704
600,5,8.9,25.72,82.4,2.3420305563404704
601,3,9.4,25.72,81.74,2.3420305563404704
602,3,13.0,25.68,82.02,2.3420305563404704
603,5,8.2,25.72,82.22,2.3420305563404704
604,5,8.7,25.69,82.58,2.189260355
605,1,18.386290687273288,25.51,83.37,2.189240631
606,5,10.0,25.78,81.49,2.18795858
607,8,14.8,25.94,82.74,2.184457594
608,8,15.0,25.47,83.49,2.181873767
609,8,6.1,25.55,83.45,2.3420305563404704
610,9,14.0,25.67,83.12,2.3420305563404704
611,5,10.5,25.93,81.21,2.314152791
612,5,18.386290687273288,25.75,82.36,2.338139079
613,3,8.3,25.81,82.39,2.3420305563404704
614,3,9.4,25.82,81.85,2.3420305563404704
615,9,7.9,25.88,82.11,2.3420305563404704
616,8,14.3,25.82,82.27,2.3420305563404704
617,8,14.3,25.56,83.29,2.3420305563404704
618,5,14.0,25.9,82.88,2.3420305563404704
619,2,10.8,25.96,82.98,2.3420305563404704
620,9,15.6,25.63,83.5,2.3420305563404704
621,9,12.1,25.68,83.54,2.3420305563404704
622,3,18.386290687273288,25.8,83.18,2.3420305563404704
623,3,18.386290687273288,25.82,82.4,2.3420305563404704
624,3,14.8,25.98,81.47,2.3420305563404704
625,3,7.6,26.16,82.76,2.3420305563404704
626,5,18.386290687273288,25.87,83.37,2.3420305563404704
627,3,18.386290687273288,26.05,82.49,2.3420305563404704
628,5,10.0,26.2,80.91,2.3420305563404704
629,3,10.9,26.2,81.38,2.3420305563404704
630,3,4.7,26.0,82.5,2.3420305563404704
631,4,14.3,26.14,85.59,1.215907473
632,4,13.0,26.1,85.28,1.216844729
633,4,13.0,26.01,84.97,1.216809117
634,4,17.1,25.98,86.07,1.223877698
635,4,13.0,26.17,85.09,1.236942446
636,4,14.3,26.01,86.31,1.264381574
637,4,13.0,26.04,86.25,1.214617338
638,4,13.0,26.04,85.2,1.202962963
639,1,10.5,26.35,85.58,1.184948148
640,1,10.8,26.04,86.13,1.184985185
641,1,9.7,26.11,86.3,1.193743396
642,4,14.3,26.23,85.79,1.193773585
643,4,14.8,26.18,85.29,1.201645283
644,4,15.3,26.13,85.72,1.208037736
645,4,10.2,26.41,84.4,1.209056604
646,4,9.7,26.2,85.31,1.049811321
647,4,13.0,26.26,85.62,0.879148936
648,4,14.3,26.26,85.64,0.949047619
649,4,8.7,26.08,86.14,0.955714286
650,4,7.4,26.4,85.26,0.92407619
651,4,11.7,26.38,85.78,0.811
652,4,9.2,26.19,86.26,0.780671429
653,4,10.4,26.28,85.72,0.605833333
654,4,12.5,26.35,85.79,0.566041667
655,4,9.2,26.34,84.98,0.537625
656,4,10.5,26.31,84.83,0.6337875
657,4,8.7,26.63,85.41,0.697591837
658,4,12.0,26.45,86.02,0.571959184
659,4,10.2,26.63,84.75,0.607869388
660,4,14.3,26.61,83.53,0.645840816
661,4,14.3,26.5,85.69,0.562816327
662,4,13.0,26.54,85.51,0.539469388
663,4,14.8,26.43,85.26,0.452087912
664,4,15.3,26.36,85.26,0.493333333
665,4,14.8,26.35,84.58,0.625789474
666,4,13.0,26.26,86.185,0.641300813
667,4,16.1,26.29,85.95,0.669609375
668,4,15.3,26.38,86.13,0.716617647
669,4,15.3,26.24,86.74,0.793216783
670,4,15.3,26.32,84.97,0.833202614
671,4,14.3,26.9,84.545,0.822875817
672,4,11.2,26.3,86.64500000000001,0.834375
673,4,15.3,26.46,86.235,0.8895625
674,4,14.8,26.46,86.12,0.954539877
675,4,14.3,26.39,85.48,0.813476395
676,4,14.8,26.31,85.86,0.823991416
677,4,15.3,26.4,86.02,0.749482289
678,4,12.0,26.43,85.38,0.791409214
679,4,13.0,26.5,86.06,0.833220779
680,4,14.3,26.55,85.92,0.880975
681,4,13.0,26.39,86.57,0.92297561
682,4,14.3,26.52,86.195,0.972819277
683,4,14.8,26.75,85.995,0.966619048
684,4,13.0,26.35,86.905,0.960415512
685,4,13.0,26.53,86.09,0.951726027
686,4,13.0,26.53,86.47,0.958219178
687,4,8.7,26.37,86.08500000000001,0.998864865
688,4,16.1,26.59,84.61,1.03972973
689,4,11.5,26.95,85.26,0.772486772
690,4,15.3,26.65,86.69,0.475693582
691,4,14.3,26.8,85.5,0.488571429
692,4,18.1,26.81,83.88,0.464959677
693,4,14.8,26.86,85.53,0.512686275
694,4,14.3,26.81,86.055,0.406712062
695,5,6.0,26.33,81.79499999999999,0.675961538
696,5,5.8,26.205,81.78999999999999,0.67081761
697,5,7.6,26.135,81.855,0.662229299
698,5,5.2,26.005,83.10499999999999,0.679490446
699,5,6.6,25.935,83.705,0.675443038
700,5,5.2,26.125,83.16499999999999,0.700189873
701,1,5.2,25.885,84.265,0.629607843
702,5,6.3,25.98,82.71000000000001,0.700844156
703,7,4.0,26.68,81.56,0.687254902
704,5,5.2,25.78,85.07499999999999,0.689934211
705,5,5.2,25.86,85.17,0.699230769
706,5,5.2,25.975,84.555,0.759338235
707,5,6.0,26.215,82.125,0.704814815
708,5,5.2,26.15,82.435,0.659111111
709,5,4.7,26.19,82.92,0.681259843
710,5,5.2,26.24,82.22,0.685934959
711,5,6.3,26.11,83.82,0.661525424
712,5,7.1,26.205,83.27000000000001,0.597428571
713,5,5.2,25.905,84.74000000000001,0.635402299
714,5,5.2,26.08,84.495,0.686451613
715,5,3.4,26.545,82.28999999999999,0.561764706
716,5,5.2,25.9,85.295,0.571388889
717,5,5.2,25.985,84.975,0.591666667
718,5,6.0,26.135,84.16,0.691764706
719,5,5.2,26.1,83.22999999999999,0.667857143
720,5,5.0,26.34,81.70500000000001,0.637857143
721,5,6.0,26.775,81.905,0.515
722,5,5.2,26.26,84.375,0.430288462
723,5,5.2,26.43,83.125,0.507619048
724,5,6.0,26.555,81.255,0.4064
725,5,3.4,26.695,81.44999999999999,0.267380952
726,5,4.7,26.38,83.475,0.375714286
727,7,4.0,25.25,87.84,0.640377358
728,7,2.5,25.36,87.29,0.670188679
729,5,4.8,25.57,85.27,0.582052495
730,5,4.5,25.48,85.73,0.644123906
731,5,5.2,25.46,86.49,0.694253961
732,5,5.2,25.5,86.12,0.691511848
733,7,2.5,25.45,86.98,0.740999526
734,7,5.4,25.51,86.72,0.732439024
735,7,1.8,25.28,87.6,0.753902439
736,5,3.4,25.5,87.02,0.737073171
737,5,5.2,25.9,85.79,0.736707317
738,7,2.9,25.28,88.06,0.659146341
739,7,4.0,25.42,87.51,0.816081081
740,5,5.2,25.53,86.87,1.0878
741,3,4.0,25.5,85.98,1.0142
742,5,5.2,25.73,84.77,0.873548387
743,7,4.0,26.15,85.17,0.860483871
744,7,4.0,25.65,87.04,0.842096774
745,7,4.0,25.8,86.33,0.847580645
746,7,4.0,25.98,84.28,0.844761905
747,7,2.5,26.09,84.89,0.87890625
748,5,5.2,25.76,86.87,0.80796875
